*edges
H2AFX	EGFR	i 6	c 0.569
H2AFX	EGFR	i 8	c 0.385
CHEK2	SIRT1	i 6	c 0.247
CHEK2	SIRT1	i 8	c 0.492
EP300	SIRT1	i 5	c 0.112
EP300	SIRT1	i 6	c 0.865
EP300	SIRT1	i 7	c 0.9
EP300	SIRT1	i 8	c 0.908
STAT3	KAT2B	i 8	c 0.413
ERBB2	TP53	i 8	c 0.974
SRC	ERBB2	i 4	c 0.716
SRC	ERBB2	i 6	c 0.984
SRC	ERBB2	i 7	c 0.9
SRC	ERBB2	i 8	c 0.981
ERBB2	CDKN1A	i 8	c 0.914
KAT2B	EP300	i 6	c 0.984
KAT2B	EP300	i 7	c 0.9
KAT2B	EP300	i 8	c 0.967
CHEK2	CDKN1A	i 8	c 0.937
CREB1	IRS1	i 8	c 0.512
GRB2	GAB1	i 6	c 0.999
GRB2	GAB1	i 7	c 0.9
GRB2	GAB1	i 8	c 0.864
CREB1	MAPK8	i 8	c 0.815
CHEK2	TP53	i 6	c 0.996
CHEK2	TP53	i 7	c 0.9
CHEK2	TP53	i 8	c 0.973
CREB1	CREBBP	i 6	c 0.999
CREB1	CREBBP	i 7	c 0.9
CREB1	CREBBP	i 8	c 0.992
SPRY2	CBL	i 6	c 0.999
SPRY2	CBL	i 7	c 0.9
SPRY2	CBL	i 8	c 0.894
MAPK8	STAT3	i 6	c 0.914
MAPK8	STAT3	i 8	c 0.93
HIF1A	EGFR	i 8	c 0.918
GRB2	PLCG1	i 4	c 0.71
GRB2	PLCG1	i 6	c 0.981
GRB2	PLCG1	i 7	c 0.9
GRB2	PLCG1	i 8	c 0.921
SPRY2	ERBB2	i 6	c 0.109
SPRY2	ERBB2	i 8	c 0.837
H2AFX	EP300	i 6	c 0.162
H2AFX	EP300	i 8	c 0.422
KAT2B	CCND1	i 6	c 0.576
KAT2B	CCND1	i 7	c 0.9
KAT2B	CCND1	i 8	c 0.898
CREB1	PLCG1	i 7	c 0.9
CREB1	PLCG1	i 8	c 0.263
SOS1	FRS2	i 6	c 0.961
SOS1	FRS2	i 7	c 0.9
SOS1	FRS2	i 8	c 0.369
MAPK8	CDKN1A	i 6	c 0.808
MAPK8	CDKN1A	i 7	c 0.9
MAPK8	CDKN1A	i 8	c 0.91
SHC1	CDKN1A	i 8	c 0.405
MAPK8	CREBBP	i 8	c 0.527
MAPK8	SRC	i 3	c 0.361
MAPK8	SRC	i 4	c 0.627
MAPK8	SRC	i 6	c 0.149
MAPK8	SRC	i 7	c 0.9
MAPK8	SRC	i 8	c 0.911
CDK2	SIRT1	i 6	c 0.13
CDK2	SIRT1	i 8	c 0.36
AKT1	EP300	i 6	c 0.963
AKT1	EP300	i 7	c 0.9
AKT1	EP300	i 8	c 0.81
HIF1A	EP300	i 6	c 0.999
HIF1A	EP300	i 7	c 0.9
HIF1A	EP300	i 8	c 0.914
SHC1	CDK2	i 8	c 0.418
CDK2	CCND1	i 6	c 0.985
CDK2	CCND1	i 7	c 0.72
CDK2	CCND1	i 8	c 0.992
AKT1	SIRT1	i 6	c 0.596
AKT1	SIRT1	i 8	c 0.93
SOS1	EGFR	i 6	c 0.995
SOS1	EGFR	i 7	c 0.9
SOS1	EGFR	i 8	c 0.687
GAB2	PLCG1	i 6	c 0.567
GAB2	PLCG1	i 8	c 0.194
SRC	FRS2	i 6	c 0.573
SRC	FRS2	i 7	c 0.9
SRC	FRS2	i 8	c 0.908
CREB1	AKT1	i 6	c 0.576
CREB1	AKT1	i 7	c 0.9
CREB1	AKT1	i 8	c 0.987
MDM2	CCND1	i 8	c 0.65
CDK4	SIRT1	i 6	c 0.13
CDK4	SIRT1	i 8	c 0.739
SRC	GAB1	i 6	c 0.244
SRC	GAB1	i 7	c 0.9
SRC	GAB1	i 8	c 0.856
MDM2	IGF1R	i 6	c 0.974
MDM2	IGF1R	i 7	c 0.8
MDM2	IGF1R	i 8	c 0.357
IGF1R	CCND1	i 8	c 0.654
SRC	CDKN1A	i 8	c 0.581
BRCA1	CDKN2A	i 6	c 0.576
BRCA1	CDKN2A	i 8	c 0.72
ATM	CDKN1A	i 7	c 0.9
ATM	CDKN1A	i 8	c 0.755
EGFR	STAT3	i 6	c 0.999
EGFR	STAT3	i 7	c 0.9
EGFR	STAT3	i 8	c 0.985
CREB1	CDKN1A	i 7	c 0.9
CREB1	CDKN1A	i 8	c 0.541
GAB2	GRB2	i 6	c 0.999
GAB2	GRB2	i 7	c 0.9
GAB2	GRB2	i 8	c 0.96
SOS1	GAB1	i 6	c 0.883
SOS1	GAB1	i 7	c 0.9
SOS1	GAB1	i 8	c 0.381
MAPK8	EP300	i 7	c 0.9
MAPK8	EP300	i 8	c 0.558
CDKN2A	CDK2	i 6	c 0.451
CDKN2A	CDK2	i 8	c 0.974
SHC1	SP1	i 6	c 0.567
SHC1	SP1	i 8	c 0.159
SRC	EP300	i 6	c 0.591
SRC	EP300	i 8	c 0.612
STAT3	CCND1	i 6	c 0.915
STAT3	CCND1	i 7	c 0.9
STAT3	CCND1	i 8	c 0.952
CREB1	ATM	i 6	c 0.808
CREB1	ATM	i 8	c 0.959
SOS1	LCP2	i 7	c 0.9
SOS1	LCP2	i 8	c 0.34
CDKN2A	CCND1	i 6	c 0.803
CDKN2A	CCND1	i 7	c 0.9
CDKN2A	CCND1	i 8	c 0.972
CCNE1	CCND1	i 4	c 0.669
CCNE1	CCND1	i 7	c 0.9
CCNE1	CCND1	i 8	c 0.868
SRC	IGF1R	i 4	c 0.737
SRC	IGF1R	i 6	c 0.576
SRC	IGF1R	i 7	c 0.9
SRC	IGF1R	i 8	c 0.949
MAPK8	ATM	i 8	c 0.449
SHC1	IGF1R	i 6	c 0.996
SHC1	IGF1R	i 7	c 0.9
SHC1	IGF1R	i 8	c 0.978
IGF1R	PLCG1	i 6	c 0.115
IGF1R	PLCG1	i 7	c 0.8
IGF1R	PLCG1	i 8	c 0.239
KAT2B	PLCG1	i 6	c 0.286
KAT2B	PLCG1	i 8	c 0.197
TP53	SIRT1	i 6	c 0.999
TP53	SIRT1	i 7	c 0.9
TP53	SIRT1	i 8	c 0.943
CREB1	PCNA	i 8	c 0.535
CDKN2A	MAPK8	i 6	c 0.567
CDKN2A	MAPK8	i 8	c 0.384
CDKN2A	STAT3	i 8	c 0.512
CREB1	TP53	i 6	c 0.972
CREB1	TP53	i 8	c 0.938
BRCA1	CDKN1A	i 6	c 0.567
BRCA1	CDKN1A	i 8	c 0.633
HIF1A	CCND1	i 8	c 0.548
CDKN2A	CHEK2	i 6	c 0.119
CDKN2A	CHEK2	i 8	c 0.607
CHEK2	CDK4	i 4	c 0.672
CHEK2	CDK4	i 6	c 0.26
CHEK2	CDK4	i 8	c 0.765
SRC	CCND1	i 6	c 0.564
SRC	CCND1	i 8	c 0.944
SRC	PLCG1	i 4	c 0.615
SRC	PLCG1	i 6	c 0.808
SRC	PLCG1	i 7	c 0.9
SRC	PLCG1	i 8	c 0.657
HIPK2	HIF1A	i 5	c 0.083
HIPK2	HIF1A	i 8	c 0.847
HIPK2	CREBBP	i 5	c 0.073
HIPK2	CREBBP	i 6	c 0.576
HIPK2	CREBBP	i 8	c 0.384
SHC1	CBL	i 6	c 0.999
SHC1	CBL	i 7	c 0.9
SHC1	CBL	i 8	c 0.794
TP53	CCNE1	i 8	c 0.77
SRC	HIF1A	i 6	c 0.566
SRC	HIF1A	i 8	c 0.913
ATM	CREBBP	i 6	c 0.103
ATM	CREBBP	i 8	c 0.411
IRS1	FRS2	i 8	c 0.447
BRCA1	H2AFX	i 6	c 0.999
BRCA1	H2AFX	i 7	c 0.9
BRCA1	H2AFX	i 8	c 0.814
BRCA1	EGFR	i 8	c 0.7
SHC1	GAB1	i 5	c 0.08
SHC1	GAB1	i 6	c 0.925
SHC1	GAB1	i 7	c 0.9
SHC1	GAB1	i 8	c 0.507
SPRY2	FRS2	i 6	c 0.57
SPRY2	FRS2	i 7	c 0.9
SPRY2	FRS2	i 8	c 0.447
KAT2B	CDKN1A	i 8	c 0.898
MAPK8	TP53	i 6	c 0.999
MAPK8	TP53	i 7	c 0.9
MAPK8	TP53	i 8	c 0.942
SHC1	ERBB2	i 6	c 0.99
SHC1	ERBB2	i 7	c 0.9
SHC1	ERBB2	i 8	c 0.908
SHC1	GAB2	i 5	c 0.08
SHC1	GAB2	i 6	c 0.961
SHC1	GAB2	i 7	c 0.9
SHC1	GAB2	i 8	c 0.905
EPS15	GRB2	i 6	c 0.834
EPS15	GRB2	i 7	c 0.9
EPS15	GRB2	i 8	c 0.903
CDKN2A	CCNE1	i 6	c 0.566
CDKN2A	CCNE1	i 8	c 0.608
PCNA	CDKN1A	i 6	c 0.999
PCNA	CDKN1A	i 7	c 0.9
PCNA	CDKN1A	i 8	c 0.962
BRCA1	IGF1R	i 8	c 0.466
PCNA	EP300	i 6	c 0.962
PCNA	EP300	i 8	c 0.534
CDKN2A	ERBB2	i 6	c 0.099
CDKN2A	ERBB2	i 8	c 0.655
PCNA	AKT1	i 8	c 0.715
STAT3	CDKN1A	i 6	c 0.937
STAT3	CDKN1A	i 8	c 0.921
AKT1	STAT3	i 8	c 0.973
PCNA	EGFR	i 6	c 0.576
PCNA	EGFR	i 8	c 0.719
SOS1	AKT1	i 6	c 0.254
SOS1	AKT1	i 7	c 0.9
SOS1	AKT1	i 8	c 0.554
GAB2	GAB1	i 4	c 0.852
GAB2	GAB1	i 6	c 0.57
GAB2	GAB1	i 7	c 0.9
GAB2	GAB1	i 8	c 0.403
CCNE1	CDK4	i 6	c 0.693
CCNE1	CDK4	i 7	c 0.8
CCNE1	CDK4	i 8	c 0.938
CREB1	HIF1A	i 7	c 0.9
CREB1	HIF1A	i 8	c 0.653
HIF1A	IGF1R	i 8	c 0.463
CREB1	GRB2	i 7	c 0.9
CREB1	GRB2	i 8	c 0.524
SP1	CDKN1A	i 6	c 0.567
SP1	CDKN1A	i 7	c 0.9
SP1	CDKN1A	i 8	c 0.908
GAB2	ERBB2	i 8	c 0.611
TP53	IGF1R	i 6	c 0.567
TP53	IGF1R	i 8	c 0.941
SOS1	IRS1	i 7	c 0.9
SOS1	IRS1	i 8	c 0.346
MDM2	CDKN1A	i 6	c 0.997
MDM2	CDKN1A	i 8	c 0.731
SRC	AKT1	i 3	c 0.378
SRC	AKT1	i 4	c 0.622
SRC	AKT1	i 6	c 0.868
SRC	AKT1	i 7	c 0.9
SRC	AKT1	i 8	c 0.987
SRC	TP53	i 8	c 0.811
MAPK8	GRB2	i 8	c 0.653
GAB2	SRC	i 6	c 0.586
GAB2	SRC	i 8	c 0.897
SPRY2	GRB2	i 6	c 0.992
SPRY2	GRB2	i 7	c 0.9
SPRY2	GRB2	i 8	c 0.971
AKT1	CREBBP	i 6	c 0.823
AKT1	CREBBP	i 7	c 0.9
AKT1	CREBBP	i 8	c 0.897
HIPK2	KAT2B	i 6	c 0.569
HIPK2	KAT2B	i 8	c 0.393
CDKN2A	PCNA	i 6	c 0.254
CDKN2A	PCNA	i 8	c 0.659
ERBB2	CBL	i 6	c 0.849
ERBB2	CBL	i 8	c 0.776
EP300	CDK4	i 6	c 0.099
EP300	CDK4	i 7	c 0.9
EP300	CDK4	i 8	c 0.693
GAB2	CBL	i 8	c 0.471
CDKN1A	SIRT1	i 7	c 0.9
CDKN1A	SIRT1	i 8	c 0.504
TP53	CBL	i 8	c 0.472
EGFR	AKT1	i 4	c 0.617
EGFR	AKT1	i 6	c 0.425
EGFR	AKT1	i 8	c 0.994
STAT3	EP300	i 6	c 0.992
STAT3	EP300	i 7	c 0.9
STAT3	EP300	i 8	c 0.795
BRCA1	EP300	i 6	c 0.983
BRCA1	EP300	i 8	c 0.568
MDM2	HIPK2	i 6	c 0.912
MDM2	HIPK2	i 8	c 0.5
MAPK8	GAB1	i 7	c 0.9
MAPK8	GAB1	i 8	c 0.07
CREB1	SRC	i 8	c 0.774
BRCA1	CHEK2	i 6	c 0.992
BRCA1	CHEK2	i 7	c 0.9
BRCA1	CHEK2	i 8	c 0.973
SPRY2	EPS15	i 7	c 0.9
SPRY2	EPS15	i 8	c 0.152
SPRY2	HIF1A	i 8	c 0.469
CDKN2A	SIRT1	i 6	c 0.129
CDKN2A	SIRT1	i 8	c 0.431
SPRY2	SRC	i 6	c 0.087
SPRY2	SRC	i 7	c 0.9
SPRY2	SRC	i 8	c 0.833
EGFR	IGF1R	i 4	c 0.625
EGFR	IGF1R	i 6	c 0.819
EGFR	IGF1R	i 8	c 0.969
EGFR	CREBBP	i 8	c 0.426
STAT3	CDK4	i 6	c 0.149
STAT3	CDK4	i 8	c 0.578
EGFR	ERBB2	i 4	c 0.947
EGFR	ERBB2	i 6	c 0.999
EGFR	ERBB2	i 7	c 0.9
EGFR	ERBB2	i 8	c 0.988
CBL	PLCG1	i 6	c 0.999
CBL	PLCG1	i 7	c 0.9
