## taxon_id	STRING_type	STRING_name_compact	official_name_NCBI
862517	periphery	Peptoniphilus duerdenii ATCC BAA-1640	Peptoniphilus duerdenii
862751	periphery	Streptomyces sp. SirexAA-E	Streptomyces sp. SirexAAE
862908	core	Bacteriovorax marinus SJ	Bacteriovorax marinus
862965	periphery	Haemophilus parainfluenzae T3T1	Haemophilus parainfluenzae
862967	periphery	Streptococcus intermedius B196	Streptococcus intermedius
862969	periphery	Streptococcus constellatus subsp. pharyngis C1050	Streptococcus constellatus pharyngis C1050
862970	periphery	Streptococcus anginosus C1051	Streptococcus anginosus C1051
862971	core	Streptococcus anginosus C238	Streptococcus anginosus C238
863239	periphery	Corynebacterium nuruki S6-4	Corynebacterium nuruki
863365	periphery	Xanthomonas hortorum pv. carotae str. M081	Xanthomonas hortorum
864051	core	Burkholderiales bacterium JOSHI_001	Burkholderiales bacterium JOSHI001
864069	core	Microvirga lotononidis	Microvirga lotononidis
864073	periphery	Herbaspirillum frisingense GSF30	Herbaspirillum frisingense
864563	periphery	Selenomonas sp. oral taxon 149 str. 67H29BP	Selenomonas sp. 67H29BP
864564	periphery	Parascardovia denticolens DSM 10105 = JCM 12538	Parascardovia denticolens DSM 10105
864565	periphery	[Eubacterium] yurii subsp. margaretiae ATCC 43715	Eubacterium yurii
864567	periphery	Streptococcus mitis ATCC 6249	Streptococcus mitis ATCC 6249
864570	periphery	Streptococcus sp. oral taxon 071 str. 73H25AP	Streptococcus sp. 73H25AP
864702	core	Oscillatoriales cyanobacterium JSC-12	Oscillatoriales cyanobacterium
865861	periphery	Clostridium ultunense DSM 10521	Clostridium ultunense
865937	periphery	Gillisia limnaea DSM 15749	Gillisia limnaea
865938	core	Weeksella virosa DSM 16922	Weeksella virosa
866536	periphery	Belliella baltica DSM 15883	Belliella baltica
866546	periphery	Schizosaccharomyces cryophilus	Schizosaccharomyces cryophilus
866771	periphery	Prevotella disiens FB035-09AN	Prevotella disiens FB03509AN
866774	periphery	Atopobium vaginae PB189-T1-4	Atopobium vaginae PB189T14
866775	periphery	Aerococcus urinae ACS-120-V-Col10a	Aerococcus urinae
866776	core	Veillonella atypica ACS-049-V-Sch6	Veillonella atypica ACS049VSch6
866895	periphery	Halobacillus halophilus DSM 2266	Halobacillus halophilus
867845	periphery	Chloroflexus sp. Y-396-1	Chloroflexus sp. Y3961
867900	core	Cellulophaga lytica DSM 7489	Cellulophaga lytica
867902	core	Ornithobacterium rhinotracheale DSM 15997	Ornithobacterium rhinotracheale
867903	periphery	Thermaerobacter subterraneus DSM 13965	Thermaerobacter subterraneus
868131	core	Methanobacterium paludis	Methanobacterium paludis
868595	periphery	Desulfotomaculum carboxydivorans CO-1-SRB	Desulfotomaculum carboxydivorans
868864	core	Desulfurobacterium thermolithotrophum DSM 11699	Desulfurobacterium thermolithotrophum
869209	periphery	Treponema succinifaciens DSM 2489	Treponema succinifaciens
869210	core	Marinithermus hydrothermalis DSM 14884	Marinithermus hydrothermalis
869213	periphery	Cytophaga fermentans DSM 9555 = JCM 21142	Cytophaga fermentans
870187	core	Thiothrix nivea DSM 5205	Thiothrix nivea
870967	periphery	Vibrio scophthalmi LMG 19158	Vibrio scophthalmi
871585	periphery	Acinetobacter calcoaceticus PHEA-2	Acinetobacter calcoaceticus
871963	periphery	Desulfitobacterium dichloroeliminans LMG P-21439	Desulfitobacterium dichloroeliminans
871968	periphery	Desulfitobacterium metallireducens DSM 15288	Desulfitobacterium metallireducens
873447	periphery	Streptococcus parauberis NCFD 2020	Streptococcus parauberis NCFD2020
873448	periphery	Streptococcus porcinus str. Jelinkova 176	Streptococcus porcinus
873449	periphery	Streptococcus criceti HS-6	Streptococcus criceti
873513	periphery	Prevotella buccae ATCC 33574	Prevotella buccae ATCC 33574
873517	periphery	Capnocytophaga ochracea F0287	Capnocytophaga ochracea F0287
873533	periphery	Prevotella oralis ATCC 33269	Prevotella oralis ATCC 33269
875328	core	Mycobacterium sp. JDM601	Mycobacterium sp. JDM601
875454	periphery	Peptoniphilus rhinitidis 1-13	Peptoniphilus rhinitidis
876044	periphery	gamma proteobacterium IMCC3088	gamma proteobacterium IMCC3088
876269	core	Methyloferula stellata AR4	Methyloferula stellata
877411	periphery	Ruminococcus sp. NK3A76	Ruminococcus sp. NK3A76
877414	core	Clostridiales bacterium NK3B98	Clostridiales bacterium NK3B98
877415	periphery	Erysipelotrichaceae bacterium NK3D112	Erysipelotrichaceae bacterium NK3D112
877418	periphery	Treponema bryantii NK4A124	Treponema bryantii
877420	periphery	Lachnospiraceae bacterium NK4A136	Lachnospiraceae bacterium NK4A136
877421	core	Lachnospiraceae bacterium NK4A144	Lachnospiraceae bacterium NK4A144
877424	periphery	Lachnospiraceae bacterium NK4A179	Lachnospiraceae bacterium NK4A179
877455	core	Methanobacterium lacus	Methanobacterium lacus
879212	periphery	Desulfobacter postgatei 2ac9	Desulfobacter postgatei
879243	periphery	Porphyromonas asaccharolytica DSM 20707	Porphyromonas asaccharolytica
879305	periphery	Anaerococcus prevotii ACS-065-V-Col13	Anaerococcus prevotii ACS065VCol13
879308	periphery	Peptoniphilus sp. oral taxon 375 str. F0436	Peptoniphilus sp. F0436
879309	core	Veillonella sp. oral taxon 158 str. F0412	Veillonella sp. F0412
879310	periphery	Selenomonas sp. oral taxon 137 str. F0430	Selenomonas sp. F0430
880070	core	Cyclobacterium marinum DSM 745	Cyclobacterium marinum
880071	core	Flexibacter litoralis DSM 6794	Flexibacter litoralis
880072	core	Desulfobacca acetoxidans DSM 11109	Desulfobacca acetoxidans
880073	core	Caldithrix abyssi DSM 13497	Caldithrix abyssi
880074	periphery	Barnesiella viscericola DSM 18177	Barnesiella viscericola
880447	core	Mycoplasma leachii PG50	Mycoplasma leachii
880526	core	Rikenella microfusus DSM 15922	Rikenella microfusus
881621	periphery	Listeria ivanovii subsp. ivanovii PAM 55	Listeria ivanovii PAM55
882082	periphery	Saccharomonospora cyanea NA-134	Saccharomonospora cyanea
882083	periphery	Saccharomonospora marina XMU15	Saccharomonospora marina
882086	periphery	Saccharomonospora xinjiangensis XJ-54	Saccharomonospora xinjiangensis
882378	periphery	Burkholderia rhizoxinica HKI 454	Burkholderia rhizoxinica
883066	periphery	Actinobaculum massiliae ACS-171-V-Col2	Actinobaculum massiliae
883067	periphery	Actinobaculum schaalii FB123-CNA-2	Actinobaculum schaalii
883069	periphery	Actinomyces europaeus ACS-120-V-Col10b	Actinomyces europaeus
883077	periphery	Actinomyces turicensis ACS-279-V-Col4	Actinomyces turicensis
883078	periphery	Afipia broomeae ATCC 49717	Afipia broomeae
883080	periphery	Afipia felis ATCC 53690	Afipia felis
883081	core	Alloiococcus otitis ATCC 51267	Alloiococcus otitis
883096	core	Bergeyella zoohelcum ATCC 43767	Bergeyella zoohelcum
883103	core	Dolosigranulum pigrum ATCC 51524	Dolosigranulum pigrum
883109	core	Eubacterium infirmum F0142	Eubacterium infirmum
883110	core	Facklamia hominis ACS-120-V-Sch10	Facklamia hominis
883112	periphery	Facklamia ignava CCUG 37419	Facklamia ignava
883113	core	Facklamia languida CCUG 37842	Facklamia languida
883114	core	Helcococcus kunzii ATCC 51366	Helcococcus kunzii
883126	periphery	Massilia timonae CCUG 45783	Massilia timonae
883156	periphery	Veillonella ratti ACS-216-V-Col6b	Veillonella ratti
883158	periphery	Prevotella micans F0438	Prevotella micans
883168	periphery	Streptococcus urinalis FB127-CNA-2	Streptococcus urinalis FB127CNA2
883169	core	Turicella otitidis ATCC 51513	Turicella otitidis
885272	core	Jonquetella anthropi DSM 22815	Jonquetella anthropi DSM 22815
885580	periphery	Fukomys damarensis	Fukomys damarensis
886293	core	Singulisphaera acidiphila DSM 18658	Singulisphaera acidiphila
886377	core	Muricauda ruestringensis DSM 13258	Muricauda ruestringensis
886379	core	Anaerophaga thermohalophila DSM 12881	Anaerophaga thermohalophila
886882	periphery	Paenibacillus polymyxa SC2	Paenibacillus polymyxa SC2
887062	core	Hylemonella gracilis ATCC 19624	Hylemonella gracilis ATCC 19624
887325	core	Lachnoanaerobaculum saburreum DSM 3986	Lachnoanaerobaculum saburreum DSM 3986
887327	core	Kingella kingae ATCC 23330	Kingella kingae
887898	core	Lautropia mirabilis ATCC 51599	Lautropia mirabilis
887929	core	Pseudoramibacter alactolyticus ATCC 23263	Pseudoramibacter alactolyticus
888048	periphery	Streptococcus parasanguinis ATCC 903	Streptococcus parasanguinis ATCC 903
888049	periphery	Streptococcus oralis ATCC 49296	Streptococcus oralis ATCC 49296
888050	periphery	Actinomyces cardiffensis F0333	Actinomyces cardiffensis
888052	periphery	Actinomyces sp. oral taxon 180 str. F0310	Actinomyces sp. F0310
888055	periphery	Leptotrichia wadei F0279	Leptotrichia wadei
888056	core	Actinomyces sp. oral taxon 448 str. F0400	Actinomyces sp. F0400
888059	periphery	Capnocytophaga sp. oral taxon 338 str. F0234	Capnocytophaga sp. F0234
888060	core	Centipeda periodontii DSM 2778	Centipeda periodontii
888062	periphery	Dialister micraerophilus DSM 19965	Dialister micraerophilus
888064	periphery	Enterococcus italicus DSM 15952	Enterococcus italicus
888439	periphery	Actinomyces neuii BVS029A5	Actinomyces neuii BVS029A5
888727	core	Eubacterium sulci ATCC 35585	Eubacterium sulci
888743	periphery	Prevotella multiformis DSM 16608	Prevotella multiformis
888746	core	Streptococcus peroris ATCC 700780	Streptococcus peroris
888808	periphery	Streptococcus sanguinis SK49	Streptococcus sanguinis SK49
888816	periphery	Streptococcus sanguinis SK355	Streptococcus sanguinis SK355
888821	periphery	Streptococcus sanguinis SK1057	Streptococcus sanguinis SK1057
888832	periphery	Prevotella salivae DSM 15606	Prevotella salivae
888833	periphery	Streptococcus australis ATCC 700641	Streptococcus australis
889201	periphery	Streptococcus cristatus ATCC 51100	Streptococcus cristatus
889204	periphery	Streptococcus infantis ATCC 700779	Streptococcus infantis ATCC 700779
889378	periphery	Spirochaeta africana DSM 8902	Spirochaeta africana
891391	core	Lactobacillus acidophilus 30SC	Lactobacillus acidophilus 30SC
891968	core	Anaerobaculum mobile DSM 13181	Anaerobaculum mobile
891974	periphery	Plautia stali symbiont	Plautia stali
903503	core	Candidatus Moranella endobia PCIT	Moranella endobia
903814	core	Eubacterium limosum KIST612	Eubacterium limosum
903818	periphery	Holophaga foetida DSM 6591	Holophaga foetida
904144	periphery	Gardnerella vaginalis 101	Gardnerella vaginalis 101
904293	periphery	Streptococcus downei F0415	Streptococcus downei
904294	periphery	Streptococcus sp. oral taxon 056 str. F0418	Streptococcus sp. F0418
904296	periphery	Oribacterium sp. oral taxon 108 str. F0425	Oribacterium sp. F0425
904306	periphery	Streptococcus vestibularis F0396	Streptococcus vestibularis
904314	periphery	Staphylococcus pettenkoferi VCU012	Staphylococcus pettenkoferi
906888	core	Nonlabens ulvanivorans	Nonlabens ulvanivorans
906968	periphery	Treponema brennaborense DSM 12168	Treponema brennaborense
907239	periphery	Helicobacter pylori SouthAfrica7	Helicobacter pylori SouthAfrica7
907348	periphery	Treponema saccharophilum DSM 2985	Treponema saccharophilum
907931	core	Leuconostoc fallax KCTC 3537	Leuconostoc fallax
908337	core	Eremococcus coleocola ACS-139-V-Col8	Eremococcus coleocola ACS139VCol8
908338	core	Peptoniphilus harei ACS-146-V-Sch2b	Peptoniphilus harei
908339	periphery	Lactobacillus oris PB013-T2-3	Lactobacillus oris PB013T23
908340	periphery	Clostridium sp. HGF2	Clostridium sp. HGF2
908612	core	Alistipes sp. HGB5	Alistipes sp. HGB5
908937	periphery	Prevotella dentalis DSM 3688	Prevotella dentalis
909613	periphery	Actinokineospora sp. EG49	Actinokineospora sp. EG49
909663	core	Syntrophorhabdus aromaticivorans UI	Syntrophorhabdus aromaticivorans
909943	periphery	SAR116 cluster alpha proteobacterium HIMB100	SAR116 cluster
910313	periphery	Streptococcus pseudoporcinus SPIN 20026	Streptococcus pseudoporcinus
910314	core	Dialister microaerophilus UPII 345-E	Dialister microaerophilus
910964	core	Ewingella americana ATCC 33852	Ewingella americana
911008	core	Leclercia adecarboxylata ATCC 23216 = NBRC 102595	Leclercia adecarboxylata
911045	core	Pseudovibrio sp. FO-BEG1	Pseudovibrio sp. FOBEG1
911104	core	Weissella cibaria KACC 11862	Weissella cibaria
911239	periphery	Pseudomonas sp. CF149	Pseudomonas sp. CF149
913325	periphery	Lysobacter arseniciresistens ZS79	Lysobacter arseniciresistens
913848	periphery	Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001	Lactobacillus coryniformis KCTC3167
913865	periphery	Desulfosporosinus sp. OT	Desulfosporosinus sp. OT
925409	periphery	Sediminibacterium sp. OR53	Sediminibacterium sp. OR53
925775	periphery	Xanthomonas vesicatoria ATCC 35937	Xanthomonas vesicatoria
926549	core	Adhaeribacter aquaticus DSM 16391	Adhaeribacter aquaticus
926550	core	Caldilinea aerophila DSM 14535 = NBRC 104270	Caldilinea aerophila
926551	periphery	Capnocytophaga cynodegmi DSM 19736	Capnocytophaga cynodegmi
926554	periphery	Deinococcus pimensis DSM 21231	Deinococcus pimensis
926556	periphery	Echinicola vietnamensis DSM 17526	Echinicola vietnamensis
926559	core	Joostella marina DSM 19592	Joostella marina
926560	core	Meiothermus chliarophilus DSM 9957	Meiothermus chliarophilus
926561	core	Orenia marismortui DSM 5156	Orenia marismortui
926562	periphery	Owenweeksia hongkongensis DSM 17368	Owenweeksia hongkongensis
926564	periphery	Promicromonospora kroppenstedtii DSM 19349	Promicromonospora kroppenstedtii
926566	periphery	Terriglobus roseus DSM 18391	Terriglobus roseus
926567	periphery	Thermanaerovibrio velox DSM 12556	Thermanaerovibrio velox
926569	core	Anaerolinea thermophila UNI-1	Anaerolinea thermophila
926690	periphery	Haloplanus natans DSM 17983	Haloplanus natans
926692	periphery	Halonatronum saccharophilum DSM 13868	Halonatronum saccharophilum
927658	periphery	Alkaliflexus imshenetskii DSM 15055	Alkaliflexus imshenetskii
927666	periphery	Streptococcus oralis Uo5	Streptococcus oralis Uo5
927677	periphery	Synechocystis sp. PCC 7509	Synechocystis sp. PCC7509
927691	periphery	Leuconostoc gelidum KCTC 3527	Leuconostoc gelidum KCTC3527
927704	periphery	Selenomonas ruminantium subsp. lactilytica TAM6421	Selenomonas ruminantium lactilytica
928210	periphery	Bartonella sp. R4(2010)	Bartonella sp. R4
928724	periphery	Saccharomonospora glauca K62	Saccharomonospora glauca
929506	periphery	Clostridium botulinum BKT015925	Clostridium botulinum BKT015925
929556	core	Solitalea canadensis DSM 3403	Solitalea canadensis
929558	periphery	Sulfurimonas gotlandica GD1	Sulfurimonas gotlandica
929562	core	Emticicia oligotrophica DSM 17448	Emticicia oligotrophica
929703	core	Flectobacillus major DSM 103	Flectobacillus major
929704	core	Myroides odoratus DSM 2801	Myroides odoratus
929712	periphery	Patulibacter minatonensis DSM 18081	Patulibacter minatonensis
929713	periphery	Niabella soli DSM 19437	Niabella soli
929794	periphery	Bartonella senegalensis OS02	Bartonella senegalensis
930166	periphery	Pseudomonas brassicacearum	Pseudomonas brassicacearum
930169	periphery	Alcanivorax dieselolei B5	Alcanivorax dieselolei
930171	periphery	Arthrobacter phenanthrenivorans Sphe3	Arthrobacter phenanthrenivorans
930945	periphery	Sulfolobus islandicus REY15A	Sulfolobus islandicus
930946	core	Fructobacillus fructosus KCTC 3544	Fructobacillus fructosus
931276	periphery	Clostridium saccharoperbutylacetonicum N1-4(HMT)	Clostridium saccharoperbutylacetonicum
931277	periphery	Halococcus morrhuae DSM 1307	Halococcus morrhuae
931626	core	Acetobacterium woodii DSM 1030	Acetobacterium woodii
931627	periphery	Mycobacterium rhodesiae JS60	Mycobacterium rhodesiae JS60
932213	periphery	Serratia sp. M24T3	Serratia sp. M24T3
932677	periphery	Pantoea ananatis AJ13355	Pantoea ananatis AJ13355
932678	periphery	Thermocrinis ruber DSM 12173	Thermocrinis ruber
933115	core	Planococcus donghaensis MPA1U2	Planococcus donghaensis
933262	core	Desulfosarcina sp. BuS5	Desulfosarcina sp. BuS5
933801	core	Acidianus hospitalis W1	Acidianus hospitalis
935261	periphery	Aminobacter sp. J41	Aminobacter sp. J41
935548	periphery	Mesorhizobium loti R88b	Mesorhizobium loti R88b
935557	periphery	Sinorhizobium arboris LMG 14919	Sinorhizobium arboris
935565	periphery	Paracoccus pantotrophus J46	Paracoccus pantotrophus
935567	periphery	Pseudoxanthomonas suwonensis J43	Pseudoxanthomonas suwonensis J43
935836	periphery	Bacillus sp. J33	Bacillus sp. J33
935837	periphery	Bacillus sp. J37	Bacillus sp. J37
935839	periphery	Cellulosimicrobium cellulans J36	Cellulosimicrobium cellulans
935840	periphery	Chelativorans sp. J32	Chelativorans sp. J32
935845	periphery	Paenibacillus sp. J14	Paenibacillus sp. J14
935848	core	Paracoccus sp. J39	Paracoccus sp. J39
935863	periphery	Luteimonas sp. J29	Luteimonas sp. J29
935866	periphery	Nocardioides sp. J54	Nocardioides sp. J54
935948	core	Caldanaerobius polysaccharolyticus DSM 13641	Caldanaerobius polysaccharolyticus
936053	core	Rhizopus delemar	Rhizopus delemar
936136	periphery	Rhizobium leguminosarum bv. viciae 248	Rhizobium leguminosarum viciae 248
936140	periphery	Lactobacillus farciminis KCTC 3681 = DSM 20184	Lactobacillus farciminis
936154	periphery	Streptococcus parauberis KCTC 11537	Streptococcus parauberis KCTC11537
936155	periphery	Helicobacter felis ATCC 49179	Helicobacter felis
936375	periphery	Mogibacterium sp. CM50	Mogibacterium sp. CM50
936455	periphery	Bradyrhizobium genosp. SA-4 str. CB756	Bradyrhizobium genosp.
936548	periphery	Actinomyces sp. ICM47	Actinomyces sp. ICM47
936550	periphery	Atopobium sp. BS2	Atopobium sp. BS2
936572	core	Selenomonas sp. FOBRC6	Selenomonas sp. FOBRC6
936573	periphery	Selenomonas sp. FOBRC9	Selenomonas sp. FOBRC9
936574	periphery	Shuttleworthia sp. MSX8B	Shuttleworthia sp. MSX8B
936580	periphery	Streptococcus sp. CM6	Streptococcus sp. CM6
936589	periphery	Veillonella sp. AS16	Veillonella sp. AS16
936596	periphery	Lachnoanaerobaculum sp. MSX33	Lachnoanaerobaculum sp. MSX33
937774	periphery	Taylorella equigenitalis MCE9	Taylorella equigenitalis
937777	periphery	Deinococcus peraridilitoris DSM 19664	Deinococcus peraridilitoris
938278	periphery	Clostridiales bacterium 9400853	Clostridiales bacterium 9400853
938288	periphery	Clostridiales bacterium 9401234	Clostridiales bacterium 9401234
938289	periphery	Clostridiales bacterium 9403326	Clostridiales bacterium 9403326
938293	core	Anaerococcus sp. 9402080	Anaerococcus sp. 9402080
938709	core	Bacteroidetes bacterium SCGC AAA027-N21	Bacteroidetes bacterium SCGC AAA027N21
940282	periphery	Acetobacter pasteurianus 3P3	Acetobacter pasteurianus 3P3
941449	periphery	Desulfovibrio sp. X2	Desulfovibrio sp. X2
941639	periphery	Bacillus coagulans 2-6	Bacillus coagulans 26
941770	core	Lactobacillus fructivorans KCTC 3543 = DSM 20203	Lactobacillus fructivorans
941824	core	Thermobrachium celere DSM 8682	Thermobrachium celere
944435	periphery	Burkholderia sp. WSM2230	Burkholderia sp. WSM2230
944479	periphery	Hippea jasoniae	Hippea jasoniae
944480	periphery	Hippea alviniae EP5-r	Hippea alviniae
944481	periphery	Hippea sp. KM1	Hippea sp. KM1
944546	periphery	Arcobacter butzleri ED-1	Arcobacter butzleri ED1
944547	periphery	Arcobacter sp. L	Arcobacter sp. L
944560	periphery	Actinomyces sp. oral taxon 175 str. F0384	Actinomyces sp. F0384
944562	periphery	Lactobacillus oris F0423	Lactobacillus oris F0423
944564	periphery	Veillonella sp. oral taxon 780 str. F0422	Veillonella sp. F0422
944565	periphery	Parvimonas sp. oral taxon 393 str. F0440	Parvimonas sp. F0440
945021	core	Tetragenococcus halophilus NBRC 12172	Tetragenococcus halophilus
945543	periphery	Vibrio brasiliensis LMG 20546	Vibrio brasiliensis
945550	periphery	Vibrio sinaloensis DSM 21326	Vibrio sinaloensis
945712	periphery	Corynebacterium ulcerans BR-AD22	Corynebacterium ulcerans
945713	core	Ignavibacterium album JCM 16511	Ignavibacterium album
946077	core	Imtechella halotolerans K1	Imtechella halotolerans
946235	periphery	Oceanobacillus massiliensis str. N'diop	Oceanobacillus massiliensis
946362	periphery	Salpingoeca rosetta	Salpingoeca rosetta
946483	core	Candidatus Symbiobacter mobilis CR	Symbiobacter mobilis
948106	periphery	Burkholderia dilworthii	Burkholderia dilworthii
948565	periphery	Avibacterium paragallinarum 72	Avibacterium paragallinarum 72
953739	periphery	Streptomyces venezuelae ATCC 10712	Streptomyces venezuelae
977880	core	Cupriavidus taiwanensis LMG 19424	Cupriavidus taiwanensis
979556	core	Microbacterium testaceum StLB037	Microbacterium testaceum
980584	core	Flavobacteriaceae bacterium HQM9	Flavobacteriaceae bacterium HQM9
981085	periphery	Morus notabilis	Morus notabilis
981223	periphery	Acinetobacter sp. NCTC 7422	Acinetobacter sp. NCTC 7422
981327	periphery	Acinetobacter lwoffii NCTC 5866 = CIP 64.10	Acinetobacter lwoffii NCTC 5866
981336	periphery	Acinetobacter ursingii DSM 16037 = CIP 107286	Acinetobacter ursingii
981369	periphery	Streptacidiphilus rugosus AM-16	Streptacidiphilus rugosus
981383	core	Ornithinibacillus scapharcae TW25	Ornithinibacillus scapharcae
981384	periphery	Ruegeria conchae	Ruegeria conchae
983328	periphery	Campylobacter fetus subsp. venerealis NCTC 10354	Campylobacter fetus venerealis
983544	core	Lacinutrix sp. 5H-3-7-4	Lacinutrix sp. 5H374
983545	core	Glaciecola sp. 4H-3-7+YE-5	Glaciecola sp. 4H37YE5
983548	periphery	Dokdonia sp. 4H-3-7-5	Dokdonia sp. 4H375
983917	periphery	Rubrivivax gelatinosus IL144	Rubrivivax gelatinosus
983920	periphery	Novosphingobium nitrogenifigens DSM 19370	Novosphingobium nitrogenifigens
984262	periphery	Saprospira grandis str. Lewin	Saprospira grandis
984892	periphery	Staphylococcus pseudintermedius ED99	Staphylococcus pseudintermedius
984962	periphery	Heterobasidion irregulare	Heterobasidion irregulare
985053	periphery	Vulcanisaeta moutnovskia 768-28	Vulcanisaeta moutnovskia
985054	periphery	Ruegeria halocynthiae	Ruegeria halocynthiae
985255	periphery	Gillisia sp. CAL575	Gillisia sp. CAL575
985665	periphery	Paenibacillus terrae HPL-003	Paenibacillus terrae
985762	periphery	Staphylococcus agnetis	Staphylococcus agnetis
985867	core	Candidatus Odyssella thessalonicensis L13	Odyssella thessalonicensis
986075	core	Caldalkalibacillus thermarum TA2.A1	Caldalkalibacillus thermarum
987059	core	Rubrivivax benzoatilyticus JA2 = ATCC BAA-35	Rubrivivax benzoatilyticus
990073	periphery	Lebetimonas sp. JS170	Lebetimonas sp. JS170
990285	periphery	Rhizobium grahamii CCGE 502	Rhizobium grahamii
991905	core	Polymorphum gilvum SL003B-26A1	Polymorphum gilvum
992406	core	Riemerella anatipestifer RA-GD	Riemerella anatipestifer
994479	periphery	Saccharopolyspora spinosa NRRL 18395	Saccharopolyspora spinosa
994573	core	Youngiibacter fragilis 232.1	Youngiibacter fragilis
996306	periphery	Streptococcus suis R61	Streptococcus suis R61
996637	core	Streptomyces griseoaurantiacus M045	Streptomyces griseoaurantiacus
997296	periphery	Bacillus methanolicus PB1	Bacillus methanolicus PB1
997346	core	Desmospora sp. 8437	Desmospora sp. 8437
997350	core	Peptoniphilus indolicus ATCC 29427	Peptoniphilus indolicus
997352	periphery	Prevotella nigrescens ATCC 33563	Prevotella nigrescens
997353	periphery	Prevotella pallens ATCC 700821	Prevotella pallens
997829	periphery	Porphyromonas sp. KLE 1280	Porphyromonas sp. KLE1280
997830	periphery	Streptococcus infantis X	Streptococcus infantis X
997884	periphery	Bacteroides nordii CL02T12C05	Bacteroides nordii
998088	core	Aeromonas veronii B565	Aeromonas veronii
998674	core	Leucothrix mucor DSM 2157	Leucothrix mucor
999141	core	Halomonas sp. TD01	Halomonas sp. TD01
999411	periphery	Clostridium colicanis 209318	Clostridium colicanis
999413	periphery	[Clostridium] innocuum 2959	Clostridium innocuum
999415	core	Eggerthia catenaformis OT 569 = DSM 20559	Eggerthia catenaformis
999419	periphery	Parabacteroides johnsonii CL02T12C29	Parabacteroides johnsonii
999423	periphery	Selenomonas sp. F0473	Selenomonas sp. F0473
999425	periphery	Streptococcus sp. F0442	Streptococcus sp. F0442
999541	periphery	Burkholderia gladioli BSR3	Burkholderia gladioli
999547	core	Leisingera daeponensis DSM 23529	Leisingera daeponensis
999549	periphery	Leisingera caerulea DSM 24564	Leisingera caerulea
999550	core	Pseudophaeobacter arcticus DSM 23566	Pseudophaeobacter arcticus
999611	periphery	Leisingera aquimarina DSM 24565	Leisingera aquimarina
999630	core	Thermoproteus uzoniensis 768-20	Thermoproteus uzoniensis
1000565	core	Methyloversatilis universalis FAM5	Methyloversatilis universalis FAM5
1000569	periphery	Megasphaera sp. UPII 135-E	Megasphaera sp. UPII135E
1000570	periphery	Streptococcus anginosus SK52 = DSM 20563	Streptococcus anginosus SK52
1000588	periphery	Streptococcus mitis bv. 2 str. SK95	Streptococcus mitis 2 SK95
1001240	periphery	Cryobacterium roopkundense	Cryobacterium roopkundense
1001530	periphery	Photobacterium leiognathi subsp. mandapamensis svers.1.1.	Photobacterium leiognathi mandapamensis
1001585	core	Pseudomonas mendocina NK-01	Pseudomonas mendocina NK01
1002339	periphery	Psychrobacter sp. 1501(2011)	Psychrobacter sp. 1501
1002340	periphery	Leisingera sp. ANG1	Leisingera sp. ANG1
1002367	periphery	Prevotella stercorea DSM 18206	Prevotella stercorea
1002672	periphery	Candidatus Pelagibacter sp. IMCC9063	Pelagibacter sp. IMCC9063
1002804	periphery	Helicobacter bizzozeronii CIII-1	Helicobacter bizzozeronii
1002809	core	Solibacillus silvestris StLB046	Solibacillus silvestris
1003195	periphery	Streptomyces cattleya NRRL 8057 = DSM 46488	Streptomyces cattleya
1003200	periphery	Achromobacter insuavis AXX-A	Achromobacter insuavis
1004149	periphery	Mesoflavibacter zeaxanthinifaciens S86	Mesoflavibacter zeaxanthinifaciens S86
1004785	periphery	Alteromonas macleodii str. 'Black Sea 11'	Alteromonas macleodii Black
1005048	core	Collimonas fungivorans Ter331	Collimonas fungivorans
1005057	periphery	Buchnera aphidicola str. Ua (Uroleucon ambrosiae)	Buchnera aphidicola Ua
1005058	periphery	Gallibacterium anatis UMN179	Gallibacterium anatis
1005090	periphery	Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	Buchnera aphidicola Ak
1005395	periphery	Pseudomonas putida CSV86	Pseudomonas putida CSV86
1005704	periphery	Streptococcus oralis SK255	Streptococcus oralis SK255
1005705	periphery	Streptococcus infantis SK1076	Streptococcus infantis SK1076
1005962	core	Ogataea parapolymorpha	Ogataea parapolymorpha
1005994	core	Trabulsiella guamensis ATCC 49490	Trabulsiella guamensis
1005995	periphery	Tatumella ptyseos ATCC 33301	Tatumella ptyseos
1005999	core	Leminorella grimontii ATCC 33999 = DSM 5078	Leminorella grimontii
1006000	core	Kluyvera ascorbata ATCC 33433	Kluyvera ascorbata
1006004	core	Buttiauxella agrestis ATCC 33320	Buttiauxella agrestis
1006006	periphery	Metallosphaera cuprina Ar-4	Metallosphaera cuprina
1006581	periphery	Mycoplasma gallisepticum S6	Mycoplasma gallisepticum S6
1007096	periphery	Oscillibacter ruminantium GH1	Oscillibacter ruminantium
1007103	core	Paenibacillus elgii B69	Paenibacillus elgii
1007104	periphery	Sphingomonas sp. S17	Sphingomonas sp. S17
1007105	core	Pusillimonas sp. T7-7	Pusillimonas sp. T77
1008453	periphery	Streptococcus mitis SK1080	Streptococcus mitis SK1080
1008457	periphery	Myroides injenensis M09-0166	Myroides injenensis
1008459	periphery	Taylorella asinigenitalis MCE3	Taylorella asinigenitalis
