# taxid, corness, species_name, compact_species_name, domain, genome_source, protein_count
3847	core	Glycine max	Glycine max	Eukaryota	Ensembl Genomes Plants	54174
3880	periphery	Medicago truncatula	Medicago truncatula	Eukaryota	Ensembl Genomes Plants	44112
3885	core	Phaseolus vulgaris	Phaseolus vulgaris	Eukaryota	Refseq Plant	28046
3983	core	Manihot esculenta	Manihot esculenta	Eukaryota	Phytozome10	30666
3988	periphery	Ricinus communis	Ricinus communis	Eukaryota	Refseq Plant	31221
4006	periphery	Linum usitatissimum	Linum usitatissimum	Eukaryota	Phytozome10	43471
4081	core	Solanum lycopersicum	Solanum lycopersicum	Eukaryota	Ensembl Genomes Plants	34675
4096	periphery	Nicotiana sylvestris	Nicotiana sylvestris	Eukaryota	Refseq Plant	33672
4098	periphery	Nicotiana tomentosiformis	Nicotiana tomentosiformis	Eukaryota	Refseq Plant	31618
4113	core	Solanum tuberosum	Solanum tuberosum	Eukaryota	Ensembl Genomes Plants	39020
4155	core	Erythranthe guttata	Erythranthe guttata	Eukaryota	Phytozome10	28140
4432	core	Nelumbo nucifera	Nelumbo nucifera	Eukaryota	Refseq Plant	24612
4513	core	Hordeum vulgare	Hordeum vulgare	Eukaryota	Ensembl Genomes Plants	24263
4529	periphery	Oryza rufipogon	Oryza rufipogon	Eukaryota	Ensembl Genomes Plants	37021
4530	core	Oryza sativa	Oryza sativa	Eukaryota	Ensembl Genomes Plants	35671
4533	periphery	Oryza brachyantha	Oryza brachyantha	Eukaryota	Ensembl Genomes Plants	32037
4536	periphery	Oryza nivara	Oryza nivara	Eukaryota	Ensembl Genomes Plants	36275
4537	periphery	Oryza punctata	Oryza punctata	Eukaryota	Ensembl Genomes Plants	31731
4538	periphery	Oryza glaberrima	Oryza glaberrima	Eukaryota	Ensembl Genomes Plants	33164
4555	core	Setaria italica	Setaria italica	Eukaryota	Ensembl Genomes Plants	35465
4558	periphery	Sorghum bicolor	Sorghum bicolor	Eukaryota	Ensembl Genomes Plants	34496
4565	periphery	Triticum aestivum	Triticum aestivum	Eukaryota	Ensembl Genomes Plants	98897
4572	periphery	Triticum urartu	Triticum urartu	Eukaryota	Ensembl Genomes Plants	33484
4577	core	Zea mays	Zea mays	Eukaryota	Ensembl Genomes Plants	39469
4641	core	Musa acuminata	Musa acuminata	Eukaryota	Ensembl Genomes Plants	36245
4787	core	Phytophthora infestans	Phytophthora infestans	Eukaryota	Ensembl Genomes Protists	17785
4792	periphery	Phytophthora parasitica	Phytophthora parasitica	Eukaryota	Ensembl Genomes Protists	23159
4896	core	Schizosaccharomyces pombe	Schizosaccharomyces pombe	Eukaryota	Ensembl Genomes Fungi	5143
4897	periphery	Schizosaccharomyces japonicus	Schizosaccharomyces japonicus	Eukaryota	Ensembl Genomes Fungi	4878
4899	core	Schizosaccharomyces octosporus	Schizosaccharomyces octosporus	Eukaryota	Ensembl Genomes Fungi	4986
4909	periphery	Pichia kudriavzevii	Pichia kudriavzevii	Eukaryota	Uniprot Eukaryotes	6745
4920	periphery	Millerozyma farinosa	Millerozyma farinosa	Eukaryota	Refseq Fungi	11175
4922	core	Komagataella pastoris	Komagataella pastoris	Eukaryota	Ensembl Genomes Fungi	5040
4924	core	Scheffersomyces stipitis	Scheffersomyces stipitis	Eukaryota	Refseq Fungi	5816
4929	periphery	Meyerozyma guilliermondii	Meyerozyma guilliermondii	Eukaryota	Refseq Fungi	5920
4932	core	Saccharomyces cerevisiae	Saccharomyces cerevisiae	Eukaryota	Ensembl	6691
4950	core	Torulaspora delbrueckii	Torulaspora delbrueckii	Eukaryota	Refseq Fungi	4972
4952	core	Yarrowia lipolytica	Yarrowia lipolytica	Eukaryota	Ensembl Genomes Fungi	6447
4956	core	Zygosaccharomyces rouxii	Zygosaccharomyces rouxii	Eukaryota	Refseq Fungi	4991
4959	periphery	Debaryomyces hansenii	Debaryomyces hansenii	Eukaryota	Refseq Fungi	6272
5011	core	Taphrina deformans	Taphrina deformans	Eukaryota	Uniprot Eukaryotes	4638
5016	periphery	Bipolaris maydis	Bipolaris maydis	Eukaryota	Uniprot Eukaryotes	12851
5017	periphery	Bipolaris zeicola	Bipolaris zeicola	Eukaryota	Refseq Fungi	12853
5022	core	Leptosphaeria maculans	Leptosphaeria maculans	Eukaryota	Ensembl Genomes Fungi	12469
5037	periphery	Histoplasma capsulatum	Histoplasma capsulatum	Eukaryota	Refseq Fungi	9313
5039	periphery	Blastomyces dermatitidis	Blastomyces dermatitidis	Eukaryota	Refseq Fungi	9587
5057	periphery	Aspergillus clavatus	Aspergillus clavatus	Eukaryota	Ensembl Genomes Fungi	9121
5059	periphery	Aspergillus flavus	Aspergillus flavus	Eukaryota	Ensembl Genomes Fungi	13487
5061	core	Aspergillus niger	Aspergillus niger	Eukaryota	Ensembl Genomes Fungi	14062
5062	periphery	Aspergillus oryzae	Aspergillus oryzae	Eukaryota	Ensembl Genomes Fungi	12074
5111	periphery	Claviceps purpurea	Claviceps purpurea	Eukaryota	Uniprot Eukaryotes	8794
5127	periphery	Fusarium fujikuroi	Fusarium fujikuroi	Eukaryota	Ensembl Genomes Fungi	14812
5141	core	Neurospora crassa	Neurospora crassa	Eukaryota	Ensembl Genomes Fungi	9820
5145	periphery	Podospora anserina	Podospora anserina	Eukaryota	Refseq Fungi	10544
5147	periphery	Sordaria macrospora	Sordaria macrospora	Eukaryota	Refseq Fungi	10826
5180	periphery	Sclerotinia sclerotiorum	Sclerotinia sclerotiorum	Eukaryota	Ensembl Genomes Fungi	10175
5207	periphery	Cryptococcus neoformans	Cryptococcus neoformans	Eukaryota	Ensembl Genomes Fungi	6271
5217	core	Tremella mesenterica	Tremella mesenterica	Eukaryota	Refseq Fungi	8308
5270	core	Ustilago maydis	Ustilago maydis	Eukaryota	Ensembl Genomes Fungi	6522
5286	core	Rhodosporidium toruloides	Rhodosporidium toruloides	Eukaryota	Uniprot Eukaryotes	8138
5297	core	Puccinia graminis	Puccinia graminis	Eukaryota	Ensembl Genomes Fungi	22154
5334	periphery	Schizophyllum commune	Schizophyllum commune	Eukaryota	Refseq Fungi	13190
5341	core	Agaricus bisporus	Agaricus bisporus	Eukaryota	Refseq Fungi	11271
5346	core	Coprinopsis cinerea	Coprinopsis cinerea	Eukaryota	Refseq Fungi	13355
5465	periphery	Colletotrichum orbiculare	Colletotrichum orbiculare	Eukaryota	Ensembl Genomes Fungi	13346
5476	core	Candida albicans	Candida albicans	Eukaryota	Uniprot Eukaryotes	5742
5478	core	Candida glabrata	Candida glabrata	Eukaryota	Refseq Fungi	5202
5479	periphery	Candida maltosa	Candida maltosa	Eukaryota	Uniprot Eukaryotes	5948
5480	periphery	Candida parapsilosis	Candida parapsilosis	Eukaryota	Uniprot Eukaryotes	5777
5482	periphery	Candida tropicalis	Candida tropicalis	Eukaryota	Refseq Fungi	6254
5501	periphery	Coccidioides immitis	Coccidioides immitis	Eukaryota	Refseq Fungi	10440
5507	periphery	Fusarium oxysporum	Fusarium oxysporum	Eukaryota	Ensembl Genomes Fungi	17693
5518	core	Fusarium graminearum	Fusarium graminearum	Eukaryota	Ensembl Genomes Fungi	13317
5551	periphery	Trichophyton rubrum	Trichophyton rubrum	Eukaryota	Refseq Fungi	8706
5664	core	Leishmania major	Leishmania major	Eukaryota	Ensembl Genomes Protists	8308
5671	periphery	Leishmania infantum	Leishmania infantum	Eukaryota	Refseq Protozoa	8149
5679	core	Leishmania panamensis	Leishmania panamensis	Eukaryota	Refseq Protozoa	7711
5691	periphery	Trypanosoma brucei	Trypanosoma brucei	Eukaryota	Ensembl Genomes Protists	8747
5693	core	Trypanosoma cruzi	Trypanosoma cruzi	Eukaryota	Refseq Protozoa	19601
5722	core	Trichomonas vaginalis	Trichomonas vaginalis	Eukaryota	Refseq Protozoa	59679
5741	core	Giardia intestinalis	Giardia intestinalis	Eukaryota	Ensembl Genomes Protists	7364
5759	core	Entamoeba histolytica	Entamoeba histolytica	Eukaryota	Ensembl Genomes Protists	8113
5762	core	Naegleria gruberi	Naegleria gruberi	Eukaryota	Refseq Protozoa	15709
5786	periphery	Dictyostelium purpureum	Dictyostelium purpureum	Eukaryota	Refseq Protozoa	12399
5808	core	Cryptosporidium muris	Cryptosporidium muris	Eukaryota	Refseq Protozoa	3934
5811	core	Toxoplasma gondii	Toxoplasma gondii	Eukaryota	Ensembl Genomes Protists	7988
5821	periphery	Plasmodium berghei	Plasmodium berghei	Eukaryota	Ensembl Genomes Protists	4854
5825	core	Plasmodium chabaudi	Plasmodium chabaudi	Eukaryota	Ensembl Genomes Protists	5119
5827	periphery	Plasmodium cynomolgi	Plasmodium cynomolgi	Eukaryota	Refseq Protozoa	5715
5833	core	Plasmodium falciparum	Plasmodium falciparum	Eukaryota	Ensembl Genomes Protists	5349
5850	periphery	Plasmodium knowlesi	Plasmodium knowlesi	Eukaryota	Ensembl Genomes Protists	5102
5855	periphery	Plasmodium vivax	Plasmodium vivax	Eukaryota	Ensembl Genomes Protists	5050
5860	periphery	Plasmodium vinckei	Plasmodium vinckei	Eukaryota	Refseq Protozoa	4954
5865	periphery	Babesia bovis	Babesia bovis	Eukaryota	Refseq Protozoa	3671
5872	core	Babesia equi	Babesia equi	Eukaryota	Refseq Protozoa	5329
5874	periphery	Theileria annulata	Theileria annulata	Eukaryota	Refseq Protozoa	3795
5875	periphery	Theileria parva	Theileria parva	Eukaryota	Refseq Protozoa	4061
5888	core	Paramecium tetraurelia	Paramecium tetraurelia	Eukaryota	Ensembl Genomes Protists	39642
5911	periphery	Tetrahymena thermophila	Tetrahymena thermophila	Eukaryota	Ensembl Genomes Protists	24718
5932	core	Ichthyophthirius multifiliis	Ichthyophthirius multifiliis	Eukaryota	Refseq Protozoa	8056
5970	periphery	Exophiala dermatitidis	Exophiala dermatitidis	Eukaryota	Refseq Fungi	9269
6087	core	Hydra vulgaris	Hydra vulgaris	Eukaryota	Refseq Invertebrate	16813
6183	core	Schistosoma mansoni	Schistosoma mansoni	Eukaryota	Ensembl Genomes Metazoa	10700
6211	periphery	Echinococcus multilocularis	Echinococcus multilocularis	Eukaryota	Uniprot Eukaryotes	10314
6238	periphery	Caenorhabditis briggsae	Caenorhabditis briggsae	Eukaryota	Ensembl Genomes Metazoa	21794
6239	core	Caenorhabditis elegans	Caenorhabditis elegans	Eukaryota	Ensembl	20530
6326	core	Bursaphelenchus xylophilus	Bursaphelenchus xylophilus	Eukaryota	Wormbase	18074
6334	core	Trichinella spiralis	Trichinella spiralis	Eukaryota	Ensembl Genomes Metazoa	16274
6412	core	Helobdella robusta	Helobdella robusta	Eukaryota	Ensembl Genomes Metazoa	23432
6500	periphery	Aplysia californica	Aplysia californica	Eukaryota	Refseq Invertebrate	18797
6669	core	Daphnia pulex	Daphnia pulex	Eukaryota	Ensembl Genomes Metazoa	30590
7029	periphery	Acyrthosiphon pisum	Acyrthosiphon pisum	Eukaryota	Ensembl Genomes Metazoa	36193
7070	core	Tribolium castaneum	Tribolium castaneum	Eukaryota	Ensembl Genomes Metazoa	16518
7091	periphery	Bombyx mori	Bombyx mori	Eukaryota	Ensembl Genomes Metazoa	14623
7159	periphery	Aedes aegypti	Aedes aegypti	Eukaryota	Ensembl Genomes Metazoa	15797
7165	core	Anopheles gambiae	Anopheles gambiae	Eukaryota	Ensembl Genomes Metazoa	12843
7176	core	Culex quinquefasciatus	Culex quinquefasciatus	Eukaryota	Ensembl Genomes Metazoa	18968
7209	core	Loa loa	Loa loa	Eukaryota	Ensembl Genomes Metazoa	14908
7213	periphery	Ceratitis capitata	Ceratitis capitata	Eukaryota	Refseq Invertebrate	14999
7217	periphery	Drosophila ananassae	Drosophila ananassae	Eukaryota	Ensembl Genomes Metazoa	15069
7220	periphery	Drosophila erecta	Drosophila erecta	Eukaryota	Ensembl Genomes Metazoa	15044
7222	periphery	Drosophila grimshawi	Drosophila grimshawi	Eukaryota	Ensembl Genomes Metazoa	14982
7227	core	Drosophila melanogaster	Drosophila melanogaster	Eukaryota	Ensembl	13932
7230	periphery	Drosophila mojavensis	Drosophila mojavensis	Eukaryota	Ensembl Genomes Metazoa	14594
7234	periphery	Drosophila persimilis	Drosophila persimilis	Eukaryota	Ensembl Genomes Metazoa	16874
7237	periphery	Drosophila pseudoobscura	Drosophila pseudoobscura	Eukaryota	Ensembl Genomes Metazoa	15874
7244	periphery	Drosophila virilis	Drosophila virilis	Eukaryota	Ensembl Genomes Metazoa	14491
7245	periphery	Drosophila yakuba	Drosophila yakuba	Eukaryota	Ensembl Genomes Metazoa	16074
7260	periphery	Drosophila willistoni	Drosophila willistoni	Eukaryota	Ensembl Genomes Metazoa	15512
7370	core	Musca domestica	Musca domestica	Eukaryota	Refseq Invertebrate	14179
7425	core	Nasonia vitripennis	Nasonia vitripennis	Eukaryota	Ensembl Genomes Metazoa	17083
7460	core	Apis mellifera	Apis mellifera	Eukaryota	Ensembl Genomes Metazoa	15314
7668	core	Strongylocentrotus purpuratus	Strongylocentrotus purpuratus	Eukaryota	Ensembl Genomes Metazoa	28835
7719	core	Ciona intestinalis	Ciona intestinalis	Eukaryota	Refseq Vertebrate Other	13538
7739	core	Branchiostoma floridae	Branchiostoma floridae	Eukaryota	Refseq Vertebrate Other	28621
7897	core	Latimeria chalumnae	Latimeria chalumnae	Eukaryota	Ensembl	19568
7918	core	Lepisosteus oculatus	Lepisosteus oculatus	Eukaryota	Ensembl	18341
7955	core	Danio rerio	Danio rerio	Eukaryota	Ensembl	26424
7994	periphery	Astyanax mexicanus	Astyanax mexicanus	Eukaryota	Ensembl	23042
8010	core	Esox lucius	Esox lucius	Eukaryota	Refseq Vertebrate Other	24136
8049	core	Gadus morhua	Gadus morhua	Eukaryota	Ensembl	20093
8081	periphery	Poecilia reticulata	Poecilia reticulata	Eukaryota	Refseq Vertebrate Other	22914
8083	periphery	Xiphophorus maculatus	Xiphophorus maculatus	Eukaryota	Ensembl	20379
8090	core	Oryzias latipes	Oryzias latipes	Eukaryota	Ensembl	19699
8128	core	Oreochromis niloticus	Oreochromis niloticus	Eukaryota	Ensembl	21437
8153	periphery	Haplochromis burtoni	Haplochromis burtoni	Eukaryota	Refseq Vertebrate Other	23604
8364	core	Xenopus (Silurana) tropicalis	Xenopus tropicalis	Eukaryota	Ensembl	18442
8469	periphery	Chelonia mydas	Chelonia mydas	Eukaryota	Refseq Vertebrate Other	17747
8479	core	Chrysemys picta	Chrysemys picta	Eukaryota	Refseq Vertebrate Other	21180
8496	periphery	Alligator mississippiensis	Alligator mississippiensis	Eukaryota	Refseq Vertebrate Other	18152
8932	periphery	Columba livia	Columba livia	Eukaryota	Refseq Vertebrate Other	14725
9031	core	Gallus gallus	Gallus gallus	Eukaryota	Ensembl	15508
9258	core	Ornithorhynchus anatinus	Ornithorhynchus anatinus	Eukaryota	Ensembl	21698
9305	periphery	Sarcophilus harrisii	Sarcophilus harrisii	Eukaryota	Ensembl	18788
9315	periphery	Macropus eugenii	Macropus eugenii	Eukaryota	Ensembl	15286
9361	periphery	Dasypus novemcinctus	Dasypus novemcinctus	Eukaryota	Ensembl	22711
9365	periphery	Erinaceus europaeus	Erinaceus europaeus	Eukaryota	Refseq Vertebrate Mammalian	19578
9371	periphery	Echinops telfairi	Echinops telfairi	Eukaryota	Refseq Vertebrate Mammalian	19007
9402	periphery	Pteropus alecto	Pteropus alecto	Eukaryota	Refseq Vertebrate Mammalian	18080
9478	periphery	Tarsius syrichta	Tarsius syrichta	Eukaryota	Refseq Vertebrate Mammalian	20626
9483	periphery	Callithrix jacchus	Callithrix jacchus	Eukaryota	Ensembl	20967
9541	periphery	Macaca fascicularis	Macaca fascicularis	Eukaryota	Refseq Vertebrate Mammalian	20704
9544	periphery	Macaca mulatta	Macaca mulatta	Eukaryota	Ensembl	21894
9555	periphery	Papio anubis	Papio anubis	Eukaryota	Ensembl	19208
9593	periphery	Gorilla gorilla	Gorilla gorilla	Eukaryota	Ensembl	20843
9597	periphery	Pan paniscus	Pan paniscus	Eukaryota	Refseq Vertebrate Mammalian	20679
9598	periphery	Pan troglodytes	Pan troglodytes	Eukaryota	Ensembl	18732
9601	periphery	Pongo abelii	Pongo abelii	Eukaryota	Ensembl	20369
9606	core	Homo sapiens	Homo sapiens	Eukaryota	Ensembl	19566
9612	periphery	Canis lupus	Canis lupus	Eukaryota	Ensembl	19854
9646	periphery	Ailuropoda melanoleuca	Ailuropoda melanoleuca	Eukaryota	Ensembl	19343
9668	periphery	Mustela putorius	Mustela putorius	Eukaryota	Ensembl	19910
9685	periphery	Felis catus	Felis catus	Eukaryota	Ensembl	19492
9694	periphery	Panthera tigris	Panthera tigris	Eukaryota	Refseq Vertebrate Mammalian	18298
9707	periphery	Odobenus rosmarus	Odobenus rosmarus	Eukaryota	Refseq Vertebrate Mammalian	19081
9713	periphery	Leptonychotes weddellii	Leptonychotes weddellii	Eukaryota	Refseq Vertebrate Mammalian	20535
9733	periphery	Orcinus orca	Orcinus orca	Eukaryota	Refseq Vertebrate Mammalian	17558
9739	periphery	Tursiops truncatus	Tursiops truncatus	Eukaryota	Refseq Vertebrate Mammalian	19544
9767	periphery	Balaenoptera acutorostrata	Balaenoptera acutorostrata	Eukaryota	Refseq Vertebrate Mammalian	18400
9778	periphery	Trichechus manatus	Trichechus manatus	Eukaryota	Refseq Vertebrate Mammalian	18030
9785	core	Loxodonta africana	Loxodonta africana	Eukaryota	Ensembl	20032
9818	periphery	Orycteropus afer	Orycteropus afer	Eukaryota	Refseq Vertebrate Mammalian	19498
9823	periphery	Sus scrofa	Sus scrofa	Eukaryota	Ensembl	21597
9913	core	Bos taurus	Bos taurus	Eukaryota	Ensembl	19992
9940	core	Ovis aries	Ovis aries	Eukaryota	Ensembl	20918
9978	periphery	Ochotona princeps	Ochotona princeps	Eukaryota	Refseq Vertebrate Mammalian	18336
9986	core	Oryctolagus cuniculus	Oryctolagus cuniculus	Eukaryota	Ensembl	19291
10029	periphery	Cricetulus griseus	Cricetulus griseus	Eukaryota	Refseq Vertebrate Mammalian	21808
10036	periphery	Mesocricetus auratus	Mesocricetus auratus	Eukaryota	Refseq Vertebrate Mammalian	19291
10042	periphery	Peromyscus maniculatus	Peromyscus maniculatus	Eukaryota	Refseq Vertebrate Mammalian	21281
10090	core	Mus musculus	Mus musculus	Eukaryota	Ensembl	22048
10116	core	Rattus norvegicus	Rattus norvegicus	Eukaryota	Ensembl	22763
10141	core	Cavia porcellus	Cavia porcellus	Eukaryota	Ensembl	18666
10160	periphery	Octodon degus	Octodon degus	Eukaryota	Refseq Vertebrate Mammalian	20485
10181	periphery	Heterocephalus glaber	Heterocephalus glaber	Eukaryota	Refseq Vertebrate Mammalian	21079
10224	core	Saccoglossus kowalevskii	Saccoglossus kowalevskii	Eukaryota	Refseq Invertebrate	20922
10228	core	Trichoplax adhaerens	Trichoplax adhaerens	Eukaryota	Ensembl Genomes Metazoa	11520
12957	periphery	Atta cephalotes	Atta cephalotes	Eukaryota	Ensembl Genomes Metazoa	18043
13035	core	Dactylococcopsis salina PCC 8305	Dactylococcopsis salina	Bacteria	RefSeq	3337
13037	core	Danaus plexippus	Danaus plexippus	Eukaryota	Ensembl Genomes Metazoa	16249
13249	periphery	Rhodnius prolixus	Rhodnius prolixus	Eukaryota	Ensembl Genomes Metazoa	15398
13333	core	Amborella trichopoda	Amborella trichopoda	Eukaryota	Ensembl Genomes Plants	27313
13349	periphery	Arthrobotrys oligospora	Arthrobotrys oligospora	Eukaryota	Uniprot Eukaryotes	11478
13616	periphery	Monodelphis domestica	Monodelphis domestica	Eukaryota	Ensembl	21326
13684	periphery	Parastagonospora nodorum	Parastagonospora nodorum	Eukaryota	Ensembl Genomes Fungi	12391
13689	core	Sphingomonas paucimobilis	Sphingomonas paucimobilis	Bacteria	RefSeq	4705
13690	periphery	Sphingobium yanoikuyae	Sphingobium yanoikuyae	Bacteria	RefSeq	5330
